小米SU7 #小米su7 #小米汽车
小米SU7颜值爆表，外观造型设计新颖优雅，好看。喜欢！ 4410841584638936 君兮凤兮 广东
疯狂比心 85363064968 用户260437580718 四川
有情绪 1116705073142781 英明果断饺子gs 河北
很委婉了，紧绷和比较紧绷是不是硬和特别硬的底盘 3759979245608830 浪人哉 四川
震哥这期小米的测评怎么听得有点别扭呀？有点赶时间一样，反正不太像他的风格 993603543637412 嘀嘀哒哒巴啦啦 广东
R20的丧心病狂的轮胎 50721414753 Zzz 北京
因为有可能不是用的小米手机 7507962693 愉悦的远山h 云南
外观还可以，系统看上去不错。问题是三电质保没达标，空间小，隔音差。适合年轻人，中年或家庭不会选！ 9733371921 Weekdays 江苏
[玫瑰] 67752345844 戒烟成神 黑龙江
没轻喷。 2031496194434446 不吃素的羊 辽宁
转发了 2546921726025790 绝情丸子带你吃喝玩乐 
你真是招黑啊 58529273701 浪浪164083867 北京
普通话不标准只会说方言的怎么办？ 55029637102 s686青 湖南
别听这些人胡咧咧，想卖自己去试驾感受一下，车是自己开的，他的感受能代表买车人吗 2049120628915519 涮火锅的南宫映阳 内蒙古
看得出来，米车这次真把阿震搞不开心了，就是不知道阿震手里的米手机还能坚持用多久呢？[灵光一闪] 449076377162244 平凡之路ING 上海
雷军做得对 就不给他好处 用长远用实力打他脸 没格局 4129369877647384 不怕不怕我爱吃辣 山东
小米us7高端大气上档次，喜欢，期待小米大卖！ 97195341706 丹丹余 湖北
车机米家不就是避免你开车拿手机嘛，直接说就完了。小爱影响不就是随时随地就可以了解车辆信息吗？你不可能在家时时刻刻都拿着手机吧， 6376770795 聪明的雅痞 重庆
价格不错 ，27分钟大定5万辆。 6297724484 开心快乐84765866 山东
支持陈震，说实话了 58575951448 盗亦有道001 陕西
众泰山寨就是山寨。小米山寨就是不是山寨的话。 2524919044512536 用户6047319021999 广东
难得见宇哥讲话这么克制 101029645492 YoungSuper 河南
🌹受益良多 53322711844 Pendhel 浙江
这车有点像花钱买组装一样！没有给车定位，没有特色！ 3417755461358520 澎飞万里 广西
小米汽车质量好，性价比也高，续航长，很喜欢[赞] 1930375344433799 天晴了我很好 四川
这期只说了一次还是两次你受的了吗 6266050871 自由做点事吧 浙江
一坐上车呀，直接无语了～乱七八糟的一堆 62815768690 用户7496591201060 广东
电车是时代发展的趋势，总体来说，小米su7是一款性能出色、安全可靠、外观时尚、实用便捷的车，相当的不错👍 2720653053793082 白开水 广东
🌺花赐好运气 50778003472 CHENJUNJI 福建
启动键很好啊。我经常在车里后排睡觉，需要通电，现在的电车就是你需要去驾驶位踩一脚刹车才行，我去后排上车无法通电。 6376770795 聪明的雅痞 重庆
👏绝了绝了 2704414923042376 用户151819100962 四川
挺中肯的测评 4332850786 怎么所有名字都被注册了 内蒙古
😍爱了爱了 96855760516 梦幻灵魂深处 吉林
总体看来一般般。 50331018635 年轻时打过CS 四川
 78759998847 无锡旧影 江苏
毕竟价格只有30万，不可能做到80-90万车的效果。 4209371845 仓颉小鹏 云南
我不是米粉，这位车评人话里话外有带节奏的感觉。 51932865375 友爱冰淇淋mN 湖北
一个后视镜8000吧[捂脸]噪音控制不好，那就是绝对的差评 58241471774 大木004 浙江
说米家那段太搞笑了！！！！！[呲牙][呲牙][呲牙][呲牙][呲牙][呲牙][呲牙] 4476859370 Mr葱葱 江苏
震哥是有独立人格的[狗头] 3775158862 中日友谊长存1450 河北
那么说，小米卖点只剩外观了！ 58067984180 勿负年华 湖南
你不跟同价位的车比，总是在BB什么奔驰，保时捷比，是个什么意思呢？有可比性吗？ 51932865375 友爱冰淇淋mN 湖北
受众太小，不可能卖火 59367474287 新年539 河南
从自身需求和认知来谈，还是比较中肯的。 52309302973 放肆的瀚子 海南
小米汽车值得汽车界学习，注定爆卖 3461679245429112 回头客野摊儿 四川
这车感觉乱七八糟的太多了 6299856397 明镜映缺 河南
哈哈哈，这些车评人有意思！ 2665676350176708 天雷滚滚 重庆
看你坐后面都难过 5974120963 jackenzo 云南
头头是道 67642491098 虞大鱼 安徽
Su7外形好看，配置高，整体数据表现非常好[比心][比心][比心][呲牙] 4262125534459703 黑八 北京
很邪乎 嚯哈哈哈哈 2546921726025790 绝情丸子带你吃喝玩乐 河北
满满的嫌弃感 3845692958 宝信机械 江苏
这车不用洗，就是贵的离谱，很多基础的都要选装，而且居然除了顶配其他都是400v，充电桩一千多块钱的东西都不送，而且还没终身质保，别提多离谱。但是顶配，还算是值得买，28左右更合理 3016649641 少吃点大头菜 广东
[赞]这才是真实 3364128666421115 此号未注册商标 四川
没到位啊这是 84367547607 七里香1106 江苏
而且显得很不专业，车评门槛太低了 3651807817 型男Grubby 四川
堆积的产品 50331483528 浪里N个浪 湖北
有钱人看不上，看上的买不起，车跟雷传志一样，哗众取宠。 53017444138 小楼衔远山 山东
振哥还是有点血腥的车评人，顶流[捂脸] 4455581996 hs41116667 内蒙古
实话实说😄 4147011220415758 抓鱼68 北京
小米汽车这硬件、软件、售价，真的如雷总所说的物超所值！ 72890229167 福星 吉林
最喜欢的海湾蓝，真的好好看啊！ 3296748582482138 离月行 重庆
激进是需要实力和底气的 61481111332 xvxvvy 福建
明显小米没充值 65894961187 学199453772 四川
感谢分享 4573029757 鲁哥说车 广东
车机逻辑还有很大问题。不做小白鼠。 85785241442 强 云南
轮毂好漂亮，好像四叶草🍀的形状多了一片叶子[呲牙]，超喜欢这款轮毂 1297030427444462 外向清泉5y 浙江
[呲牙] 3854492087 糖心菠萝 四川
有点意思 108080394622 亲切风筝ZW 浙江
屏幕比001差远了，人家超薄，视觉上就好很多，而且可以转向，小米屏幕上那两小圈太山寨了 4735965027 总有一天 浙江
评测非常详细，加油 3048531809 ihmlcat 宁夏
沙发 444617809199756 祸福自渡 广东
物理按键不可取消！！！ 90114489789 旋转的齿轮A 山东
2.5吨自重，需要个毛的尾翼，想要起飞吗？ 20101399792 大理段二0424 北京
真棒 98432612649 雨219601 山西
这外观就很有识别度，小米第一款汽车智能化很让我惊喜 3725621329139088 聪明的风声 河北
不是 16.8 亿种驾驶模式吗？怎么震哥就说了 4 个？ 3575244658052184 世界抬杠中心主任 上海
评测很专业🤙 5912186836 feiyouly 湖南
隔音不行就是调教比较运动？ 3749798412556483 土狗来封号 浙江
雷总审美真的不错，这款su7真的好好看啊，真的好喜欢 3661826027173806 愿望贩卖商店 上海
没给你刷卡吧[呲牙] 102111373462 AllenCong528 北京
这车可以👍 2573295899652967 直率画板FPK 辽宁
这你受得了么[大笑][大笑] 4659627264 白鹿青崖2019 北京
有道理 1480409499828356 幽默星辰NpEg人发哈哈 广东
听说你不能首发 99688974548 热情远山TZ 福建
震哥这期有点情绪 92923356005 佩中 河南
现在车评还是别看了，毫无营养，自己试试就得了 6365332350 look路 江苏
省流：没充钱 3246191748066627 风姿卓越柳叶Uk 广东
这空间无敌了，吊打玫瑰之约 4053502276 Higirl32410271 四川
不是震哥的菜[捂脸] 6984994146 葱葱303 山东
开车前是不是得先看广告啊 6947769859 正大光明梦想5qw 吉林
这集是真没给钱啊[捂脸] 60382184344 南京医科大学口腔 江苏
嘴下留德[捂脸] 6736947635 心想事陈J 新疆
开起来咋样泡妞好使吗 355871182555085 中植良心何在 湖南
反正就是个大拼盘，什么装B的功能都往上堆！车评人最好可以客观评价，当然收了雷钱的，该办事就给人家办事[笑哭] 3093371763 D石油大鳄G 北京
💐花开接好运 4325200252 聪明的一二三四五六七 上海
小米汽车续航能力强，外观也很好看，设计感满满的性能也好厉害 3708022323947694 零灵 广东
我就看看以后你的视频里还有没有小米的东西[灵光一闪] 6938884028 物华天宝s 辽宁
这您能受得了吗[泪奔] 5751680676 小橙子 江苏
震哥明显对小米舒适性和噪音NVH不满意[呲牙][呲牙]，太偏运动了。 624120407527213 牛奶虾条666 云南
行车记录仪不是常开的吗？按一下喇叭是用于什么？ 6677255732 盔甲内的善良 安徽
1.6亿种驾驶模式你受得了吗？ 51028557772 乄傑作o 贵州
就是不值得买呗，是不是震哥[呲牙]说的很委婉嘛 59075968599 拾光叔叔 四川
在AI大数据时代，在汽车、手机等设备的操作系统和芯片上使用美国货，那就随时随地会秒变成高端间谍武器！选择很关键，不要一不小心就成为西方敌对势力的帮凶！ 157925876700702 友爱春风di 福建
马自达CX50混动香吗？想入手 6661249767 平湖秋色 广西
这次价格没谈拢[捂脸] 60389042335 OKNIHAOHAHAHA 湖北
陈震，你这次生病了吗 110171249612 众铱兄弟 浙江
咋感觉这车前排座椅靠背不扎实，靠着乱晃[捂脸][捂脸] 1391839673 执着的葡萄FlS 湖北
终于看到一个客观的车评人， 4191760136538447 加勒比海带 山西
看你以前视频，在回来吃相真难看 259137400480797 12345上山打老虎O 上海
加大豪华电动玩具。叫汽车，不合适 4171101849 Keame 陕西
小米汽车的发布将给汽车市场带来新的变革。 857243418115572 宁静港湾 浙江
小米汽车真的是刷新了我对汽车行业乃至小米品牌的认知，希望小米越来越好 857243418115572 宁静港湾 浙江
陈震说的挺实在 3290252777 现实或理想 山东
真的没充钱 56601913298 豁达山丘 辽宁
这么看，确实挺丑的啊 5954733674 磨灭服务费 山东
就是感觉用语音说东西很羞耻 60405546505 老李你快点 福建
背景音乐，细品[比心] 106020166540 就不能重复用户名吗 广东
小米SU7外观炫酷，性能又好，价格亲民，必定会大卖[比心][比心][比心][赞][赞][赞] 97000492976 远见卓识辰星T 广东
阴阳怪气的，这个测评想表达的是真实吗！ 3848352778 波仔28449662 山东
尾灯跟马丁的灯很像 1406997401714276 纪思清Ann 广西
漂亮 84246508 巨浪巨浪不断地增涨 浙江
跟以往评车咋感觉不一样啊，怎么都是随意一般般，没意思 2704442691174045 老李开奔驰 陕西
绝了绝了 4398498164769532 正大光明风筝J 江西
👏绝了绝了 105537563215 在田 浙江
[奸笑] 71281226119 爬蜗牛的小小山 上海
价格昨天晚上不是出了吗。怎么今天还说价格没出 109163019957 盛世大唐吧 江苏
多少钱 355871182555085 中植良心何在 湖南
昨天晚上的发布会，何小鹏难受死了[捂脸]好家伙，这价格，明显针对的小鹏汽车。蔚来理想两家舒了一口气。然后，不出意外的话，马上要有新系列来干比亚迪秦这种价位的车型了。 6047066854 失落的小钟 山东
现在20-30的电车弄那个品牌？不要比亚迪和特斯拉。 6641518169 今年仲夏101530956 湖北
震哥说得挺中肯的，也表达了他对这台小米汽车的期待，没有说得那么激进 87977647111 市丸银 河南
算了，没钱。 106014978995 GGOR 贵州
都说陈震充值，，我算看关注他较早的粉丝了，那会儿就是天天测车没那么多业务。现在人家算是车评界的顶流了，国内外都跑业务合作，家里车库各式各样的车子也不少，单单就收点好处费就给你吹车？是黑粉的格局太小了吧。 1767643182545163 潭州兮懿 湖南
@雷军 听听他说的，我们觉得很多建议很好 100803256645 喝葡萄的小酒瓶 湖南
价格真的给得很真诚 好吧 70798565502 冰丝绒生椰拿铁 广西
评测很专业🤙 109500494633 地球每日视频 广东
这家伙感觉保费有点高[捂脸][捂脸][捂脸] 897633286893919 小新来了鸭 山东
转发了 92685206221 cp胡 
还忠诚度，为啥不说孝心呢 5859415159 磊68827753 广东
智能手机失灵就不用了，智能汽车失灵就不活了 3828927348350876 江南村哥 广东
小米和保时捷除了灯不像，哪里都像，华为和保时捷除了灯像哪里都不像[灵光一闪] 50040819956 骑馬追风 湖北
刚学出游艇证，这些商家也不睁眼。不多给点咋买游艇[呲牙] 5784258559 我要活的没心没肺 山东
[玫瑰] 5190236698 iiiyy 山西
十三少是懂语言组织的哈哈哈[大笑] 3704800106 Mr3ird 广东
贵是不贵 但是已经买了特斯拉不能随便换 期待红米或者suv 给大龄男孩更多选择 4022438363406796 非凡圆月R5 河南
